month_year,state_name,volume_in_cr,value_in_cr,users_in_lakhs,transactions_in_lakhs
August 2016,Sikkim,0.09,0.45,0.05,0.25
September 2016,Sikkim,0.1,0.50,0.06,0.30
October 2016,Sikkim,0.12,0.55,0.08,0.35
November 2016,Sikkim,0.15,0.65,0.10,0.45
December 2016,Sikkim,0.2,0.75,0.15,0.55
January 2017,Sikkim,0.25,0.85,0.20,0.65
February 2017,Sikkim,0.3,0.95,0.25,0.75
March 2017,Sikkim,0.35,1.05,0.30,0.85
April 2017,Sikkim,0.4,1.15,0.35,0.95
May 2017,Sikkim,0.45,1.25,0.40,1.05
June 2017,Sikkim,0.5,1.35,0.45,1.15
July 2017,Sikkim,0.6,1.55,0.55,1.35
August 2017,Sikkim,0.7,1.75,0.65,1.55
September 2017,Sikkim,0.8,1.95,0.75,1.75
October 2017,Sikkim,0.9,2.15,0.85,1.95
November 2017,Sikkim,1,2.35,0.95,2.15
December 2017,Sikkim,1.2,2.70,1.10,2.45
January 2018,Sikkim,1.4,3.05,1.25,2.75
February 2018,Sikkim,1.6,3.40,1.40,3.05
March 2018,Sikkim,1.8,3.75,1.55,3.35
April 2018,Sikkim,2,4.10,1.70,3.65
May 2018,Sikkim,2.25,4.60,1.90,4.10
June 2018,Sikkim,2.5,5.10,2.10,4.55
July 2018,Sikkim,2.75,5.60,2.30,5.00
August 2018,Sikkim,3,6.10,2.50,5.45
September 2018,Sikkim,3.3,6.75,2.75,6.05
October 2018,Sikkim,3.6,7.40,3.00,6.65
November 2018,Sikkim,3.9,8.05,3.25,7.25
December 2018,Sikkim,4.35,8.90,3.60,8.00
January 2019,Sikkim,4.8,9.75,3.95,8.75
February 2019,Sikkim,5.25,10.60,4.30,9.50
March 2019,Sikkim,5.7,11.45,4.65,10.25
April 2019,Sikkim,6.15,12.30,5.00,11.00
May 2019,Sikkim,6.75,13.60,5.50,12.10
June 2019,Sikkim,7.35,14.90,6.00,13.20
July 2019,Sikkim,7.95,16.20,6.50,14.30
August 2019,Sikkim,8.55,17.50,7.00,15.40
September 2019,Sikkim,9.15,18.80,7.50,16.50
October 2019,Sikkim,9.75,20.10,8.00,17.60
November 2019,Sikkim,10.5,21.70,8.60,19.00
December 2019,Sikkim,11.4,23.60,9.30,20.70
January 2020,Sikkim,12.3,25.50,10.00,22.40
February 2020,Sikkim,13.2,27.40,10.70,24.10
March 2020,Sikkim,14.1,29.30,11.40,25.80
April 2020,Sikkim,15,31.10,12.10,27.50
May 2020,Sikkim,16,33.00,12.90,29.30
June 2020,Sikkim,18.25,37.60,14.75,33.40
July 2020,Sikkim,20.5,42.20,16.60,37.50
August 2020,Sikkim,22.75,46.80,18.45,41.60
September 2020,Sikkim,25,51.40,20.30,45.70
October 2020,Sikkim,27.25,56.00,22.15,49.80
November 2020,Sikkim,30,61.20,24.45,54.60
December 2020,Sikkim,33.25,67.40,27.30,60.40
January 2021,Sikkim,36.5,73.60,30.15,66.20
February 2021,Sikkim,39.75,79.80,33.00,72.00
March 2021,Sikkim,43,86.00,35.85,77.80
April 2021,Sikkim,46.25,92.20,38.70,83.60
May 2021,Sikkim,50.5,99.60,42.00,90.20
June 2021,Sikkim,54.75,107.00,45.30,96.80
July 2021,Sikkim,59,114.40,48.60,103.40
August 2021,Sikkim,63.25,121.80,51.90,110.00
September 2021,Sikkim,67.5,129.20,55.20,116.60
October 2021,Sikkim,71.75,136.60,58.50,123.20
November 2021,Sikkim,77.25,146.40,62.35,131.40
December 2021,Sikkim,83.5,157.40,66.85,140.70
January 2022,Sikkim,89.75,168.40,71.35,150.00
February 2022,Sikkim,96,179.40,75.85,159.30
March 2022,Sikkim,102.25,190.40,80.35,168.60
April 2022,Sikkim,108.5,201.40,84.85,177.90
May 2022,Sikkim,115.5,213.70,90.00,188.10
June 2022,Sikkim,127.25,236.90,100.50,208.90
July 2022,Sikkim,139,260.10,111.00,229.70
August 2022,Sikkim,150.75,283.30,121.50,250.50
September 2022,Sikkim,162.5,306.50,132.00,271.30
October 2022,Sikkim,182.25,347.00,148.50,306.00
November 2022,Sikkim,197.7,373.20,161.35,331.95
December 2022,Sikkim,214.4,402.80,175.70,360.45
January 2023,Sikkim,231.1,432.40,190.05,388.95
February 2023,Sikkim,241.65,454.00,198.55,408.30
March 2023,Sikkim,252.2,475.60,207.05,427.65
April 2023,Sikkim,262.75,497.20,215.55,447.00
May 2023,Sikkim,276.9,523.20,226.30,472.50
June 2023,Sikkim,305.6,580.90,250.95,525.50
July 2023,Sikkim,334.3,638.60,275.60,578.50
August 2023,Sikkim,363,696.30,300.25,631.50
September 2023,Sikkim,391.7,754.00,324.90,684.50
October 2023,Sikkim,420.4,811.70,349.55,737.50
April 2016,Tamil Nadu,400,2000,200.00,"1,000.00"
May 2016,Tamil Nadu,440,2200,220.00,"1,100.00"
June 2016,Tamil Nadu,480,2400,240.00,"1,200.00"
July 2016,Tamil Nadu,520,2600,260.00,"1,300.00"
August 2016,Tamil Nadu,560,2800,280.00,"1,400.00"
September 2016,Tamil Nadu,600,3000,300.00,"1,500.00"
October 2016,Tamil Nadu,640,3200,320.00,"1,600.00"
November 2016,Tamil Nadu,680,3400,340.00,"1,700.00"
December 2016,Tamil Nadu,720,3600,360.00,"1,800.00"
January 2017,Tamil Nadu,760,3800,380.00,"1,900.00"
February 2017,Tamil Nadu,800,4000,400.00,"2,000.00"
March 2017,Tamil Nadu,840,4200,420.00,"2,100.00"
April 2017,Tamil Nadu,880,4400,440.00,"2,200.00"
May 2017,Tamil Nadu,920,4600,460.00,"2,300.00"
June 2017,Tamil Nadu,960,4800,480.00,"2,400.00"
July 2017,Tamil Nadu,1000,5000,500.00,"2,500.00"
August 2017,Tamil Nadu,1040,5200,520.00,"2,600.00"
September 2017,Tamil Nadu,1080,5400,540.00,"2,700.00"
October 2017,Tamil Nadu,1120,5600,560.00,"2,800.00"
November 2017,Tamil Nadu,1160,5800,580.00,"2,900.00"
December 2017,Tamil Nadu,1200,6000,600.00,"3,000.00"
January 2018,Tamil Nadu,1240,6200,620.00,"3,100.00"
February 2018,Tamil Nadu,1280,6400,640.00,"3,200.00"
March 2018,Tamil Nadu,1320,6600,660.00,"3,300.00"
April 2018,Tamil Nadu,1360,6800,680.00,"3,400.00"
May 2018,Tamil Nadu,1400,7000,700.00,"3,500.00"
June 2018,Tamil Nadu,1440,7200,720.00,"3,600.00"
July 2018,Tamil Nadu,1480,7400,740.00,"3,700.00"
August 2018,Tamil Nadu,1520,7600,760.00,"3,800.00"
September 2018,Tamil Nadu,1560,7800,780.00,"3,900.00"
October 2018,Tamil Nadu,1600,8000,800.00,"4,000.00"
November 2018,Tamil Nadu,1680,8400,840.00,"4,200.00"
December 2018,Tamil Nadu,1760,8800,880.00,"4,400.00"
January 2019,Tamil Nadu,1840,9200,920.00,"4,600.00"
February 2019,Tamil Nadu,1920,9600,960.00,"4,800.00"
March 2019,Tamil Nadu,2000,10000,"1,000.00","5,000.00"
April 2019,Tamil Nadu,2080,10400,"1,040.00","5,200.00"
May 2019,Tamil Nadu,2240,11200,"1,120.00","5,600.00"
June 2019,Tamil Nadu,2400,12000,"1,200.00","6,000.00"
July 2019,Tamil Nadu,2560,12800,"1,280.00","6,400.00"
August 2019,Tamil Nadu,2720,13600,"1,360.00","6,800.00"
September 2019,Tamil Nadu,2880,14400,"1,440.00","7,200.00"
October 2019,Tamil Nadu,3040,15200,"1,520.00","7,600.00"
November 2019,Tamil Nadu,3200,16000,"1,600.00","8,000.00"
December 2019,Tamil Nadu,3360,16800,"1,680.00","8,400.00"
January 2020,Tamil Nadu,3520,17600,"1,760.00","8,800.00"
February 2020,Tamil Nadu,3680,18400,"1,840.00","9,200.00"
March 2020,Tamil Nadu,3840,19200,"1,920.00","9,600.00"
April 2020,Tamil Nadu,3920,19600,"1,960.00","9,800.00"
May 2020,Tamil Nadu,4000,20000,"2,000.00","10,000.00"
June 2020,Tamil Nadu,4480,22400,"2,240.00","11,200.00"
July 2020,Tamil Nadu,5120,25600,"2,560.00","12,800.00"
August 2020,Tamil Nadu,5760,28800,"2,880.00","14,400.00"
September 2020,Tamil Nadu,6400,32000,"3,200.00","16,000.00"
October 2020,Tamil Nadu,7040,35200,"3,520.00","17,600.00"
November 2020,Tamil Nadu,7680,38400,"3,840.00","19,200.00"
December 2020,Tamil Nadu,8320,41600,"4,160.00","20,800.00"
January 2021,Tamil Nadu,8960,44800,"4,480.00","22,400.00"
February 2021,Tamil Nadu,9600,48000,"4,800.00","24,000.00"
March 2021,Tamil Nadu,10240,51200,"5,120.00","25,600.00"
April 2021,Tamil Nadu,10692,53136,"5,331.00","26,328.00"
May 2021,Tamil Nadu,11520,57600,"5,760.00","28,800.00"
June 2021,Tamil Nadu,12344,61488,"6,149.00","30,720.00"
July 2021,Tamil Nadu,13152,65136,"6,514.00","32,552.00"
August 2021,Tamil Nadu,13980,68880,"6,888.00","34,440.00"
September 2021,Tamil Nadu,14792,72448,"7,247.00","36,192.00"
October 2021,Tamil Nadu,15616,76224,"7,622.00","37,944.00"
November 2021,Tamil Nadu,16605,80845,"8,085.00","40,195.00"
December 2021,Tamil Nadu,17649,85565,"8,557.00","42,601.00"
January 2022,Tamil Nadu,18668,90216,"9,022.00","44,854.00"
February 2022,Tamil Nadu,19699,94910,"9,491.00","47,155.00"
March 2022,Tamil Nadu,20706,99563,"9,956.00","49,410.00"
April 2022,Tamil Nadu,21727,104268,"10,427.00","51,615.00"
May 2022,Tamil Nadu,23031,110790,"11,079.00","54,370.00"
June 2022,Tamil Nadu,25488,122960,"12,296.00","60,120.00"
July 2022,Tamil Nadu,27978,135290,"13,529.00","65,899.00"
August 2022,Tamil Nadu,30448,147560,"14,756.00","71,626.00"
September 2022,Tamil Nadu,32904,159640,"15,964.00","77,304.00"
October 2022,Tamil Nadu,37376,182240,"18,224.00","87,840.00"
November 2022,Tamil Nadu,39936,194160,"19,416.00","93,504.00"
December 2022,Tamil Nadu,42544,206448,"20,645.00","99,408.00"
January 2023,Tamil Nadu,45096,218304,"21,830.00","105,120.00"
February 2023,Tamil Nadu,47184,227760,"22,776.00","109,440.00"
March 2023,Tamil Nadu,49272,237216,"23,722.00","113,760.00"
April 2023,Tamil Nadu,5136,246672,"24,667.00","118,096.00"
May 2023,Tamil Nadu,54288,263552,"26,356.00","124,128.00"
June 2023,Tamil Nadu,60032,291840,"29,184.00","137,760.00"
July 2023,Tamil Nadu,65792,319760,"31,976.00","151,200.00"
August 2023,Tamil Nadu,71520,347440,"34,744.00","164,480.00"
September 2023,Tamil Nadu,77280,375360,"37,536.00","177,760.00"
October 2023,Tamil Nadu,83040,403280,"40,328.00","191,040.00"
April 2016,Telangana,150,750,75.00,375.00
May 2016,Telangana,165,825,82.50,412.50
June 2016,Telangana,180,900,90.00,450.00
July 2016,Telangana,195,975,97.50,487.50
August 2016,Telangana,210,1050,105.00,525.00
September 2016,Telangana,225,1125,112.50,562.50
October 2016,Telangana,240,1200,120.00,600.00
November 2016,Telangana,255,1275,127.50,637.50
December 2016,Telangana,270,1350,135.00,675.00
January 2017,Telangana,285,1425,142.50,712.50
February 2017,Telangana,300,1500,150.00,750.00
March 2017,Telangana,315,1575,157.50,787.50
April 2017,Telangana,330,1650,165.00,825.00
May 2017,Telangana,345,1725,172.50,862.50
June 2017,Telangana,360,1800,180.00,900.00
July 2017,Telangana,375,1875,187.50,937.50
August 2017,Telangana,390,1950,195.00,975.00
September 2017,Telangana,405,2025,202.50,"1,012.50"
October 2017,Telangana,420,2100,210.00,"1,050.00"
November 2017,Telangana,435,2175,217.50,"1,087.50"
December 2017,Telangana,450,2250,225.00,"1,125.00"
January 2018,Telangana,465,2325,232.50,"1,162.50"
February 2018,Telangana,480,2400,240.00,"1,200.00"
March 2018,Telangana,495,2475,247.50,"1,237.50"
April 2018,Telangana,510,2550,255.00,"1,275.00"
May 2018,Telangana,525,2625,262.50,"1,312.50"
June 2018,Telangana,540,2700,270.00,"1,350.00"
July 2018,Telangana,555,2775,277.50,"1,387.50"
August 2018,Telangana,570,2850,285.00,"1,425.00"
September 2018,Telangana,585,2925,292.50,"1,462.50"
October 2018,Telangana,600,3000,300.00,"1,500.00"
November 2018,Telangana,630,3150,315.00,"1,575.00"
December 2018,Telangana,660,3300,330.00,"1,650.00"
January 2019,Telangana,690,3450,345.00,"1,725.00"
February 2019,Telangana,720,3600,360.00,"1,800.00"
March 2019,Telangana,750,3750,375.00,"1,875.00"
April 2019,Telangana,780,3900,390.00,"1,950.00"
May 2019,Telangana,840,4200,420.00,"2,100.00"
June 2019,Telangana,900,4500,450.00,"2,250.00"
July 2019,Telangana,960,4800,480.00,"2,400.00"
August 2019,Telangana,1020,5100,510.00,"2,550.00"
September 2019,Telangana,1080,5400,540.00,"2,700.00"
October 2019,Telangana,1140,5700,570.00,"2,850.00"
November 2019,Telangana,1200,6000,600.00,"3,000.00"
December 2019,Telangana,1260,6300,630.00,"3,150.00"
January 2020,Telangana,1320,6600,660.00,"3,300.00"
February 2020,Telangana,1380,6900,690.00,"3,450.00"
March 2020,Telangana,1440,7200,720.00,"3,600.00"
April 2020,Telangana,1470,7350,735.00,"3,675.00"
May 2020,Telangana,1500,7500,750.00,"3,750.00"
June 2020,Telangana,1680,8400,840.00,"4,200.00"
July 2020,Telangana,1920,9600,960.00,"4,800.00"
August 2020,Telangana,2160,10800,"1,080.00","5,400.00"
September 2020,Telangana,2400,12000,"1,200.00","6,000.00"
October 2020,Telangana,2640,13200,"1,320.00","6,600.00"
November 2020,Telangana,2880,14400,"1,440.00","7,200.00"
December 2020,Telangana,3120,15600,"1,560.00","7,800.00"
January 2021,Telangana,3360,16800,"1,680.00","8,400.00"
February 2021,Telangana,3600,18000,"1,800.00","9,000.00"
March 2021,Telangana,3840,19200,"1,920.00","9,600.00"
April 2021,Telangana,3989,20168,"2,052.00","10,032.00"
May 2021,Telangana,4320,21600,"2,160.00","10,800.00"
June 2021,Telangana,4656,23040,"2,304.00","11,520.00"
July 2021,Telangana,4992,24480,"2,448.00","12,240.00"
August 2021,Telangana,5328,25920,"2,592.00","12,960.00"
September 2021,Telangana,5664,27360,"2,736.00","13,680.00"
October 2021,Telangana,6000,28800,"2,880.00","14,400.00"
November 2021,Telangana,6360,30240,"3,024.00","15,120.00"
December 2021,Telangana,6720,31680,"3,168.00","15,840.00"
January 2022,Telangana,7128,33264,"3,384.00","16,704.00"
February 2022,Telangana,7536,34848,"3,600.00","17,280.00"
March 2022,Telangana,7944,36432,"3,816.00","17,856.00"
April 2022,Telangana,8352,38016,"4,032.00","18,432.00"
May 2022,Telangana,8832,39840,"4,272.00","19,296.00"
June 2022,Telangana,9792,44160,"4,704.00","21,504.00"
July 2022,Telangana,10752,48480,"5,136.00","23,712.00"
August 2022,Telangana,11712,52800,"5,568.00","25,920.00"
September 2022,Telangana,12672,57120,"6,000.00","28,128.00"
October 2022,Telangana,14336,64896,"6,720.00","31,680.00"
November 2022,Telangana,15318,69174,"7,160.00","33,744.00"
December 2022,Telangana,16344,73920,"7,632.00","36,096.00"
January 2023,Telangana,17412,78712,"8,064.00","38,304.00"
February 2023,Telangana,18204,82944,"8,400.00","40,176.00"
March 2023,Telangana,18996,87176,"8,736.00","42,048.00"
April 2023,Telangana,19788,91408,"9,072.00","43,920.00"
May 2023,Telangana,20904,96912,"9,576.00","46,368.00"
June 2023,Telangana,23136,107520,"10,608.00","51,456.00"
July 2023,Telangana,25392,118480,"11,648.00","56,688.00"
August 2023,Telangana,27640,129280,"12,672.00","61,872.00"
September 2023,Telangana,29856,139920,"13,728.00","67,056.00"
October 2023,Telangana,32088,150720,"14,784.00","72,240.00"
April 2016,Tripura,5,25,2.50,12.50
May 2016,Tripura,5.5,27.5,2.75,13.75
June 2016,Tripura,6,30,3.00,15.00
July 2016,Tripura,6.5,32.5,3.25,16.25
August 2016,Tripura,7,35,3.50,17.50
September 2016,Tripura,7.5,37.5,3.75,18.75
October 2016,Tripura,8,40,4.00,20.00
November 2016,Tripura,8.5,42.5,4.25,21.25
December 2016,Tripura,9,45,4.50,22.50
January 2017,Tripura,9.5,47.5,4.75,23.75
February 2017,Tripura,10,50,5.00,25.00
March 2017,Tripura,10.5,52.5,5.25,26.25
April 2017,Tripura,11,55,5.50,27.50
May 2017,Tripura,11.5,57.5,5.75,28.75
June 2017,Tripura,12,60,6.00,30.00
July 2017,Tripura,12.5,62.5,6.25,31.25
August 2017,Tripura,13,65,6.50,32.50
September 2017,Tripura,13.5,67.5,6.75,33.75
October 2017,Tripura,14,70,7.00,35.00
November 2017,Tripura,14.5,72.5,7.25,36.25
December 2017,Tripura,15,75,7.50,37.50
January 2018,Tripura,15.5,77.5,7.75,38.75
February 2018,Tripura,16,80,8.00,40.00
March 2018,Tripura,16.5,82.5,8.25,41.25
April 2018,Tripura,17,85,8.50,42.50
May 2018,Tripura,17.5,87.5,8.75,43.75
June 2018,Tripura,18,90,9.00,45.00
July 2018,Tripura,18.5,92.5,9.25,46.25
August 2018,Tripura,19,95,9.50,47.50
September 2018,Tripura,19.5,97.5,9.75,48.75
October 2018,Tripura,20,100,10.00,50.00
November 2018,Tripura,21,105,10.50,52.50
December 2018,Tripura,22,110,11.00,55.00
January 2019,Tripura,23,115,11.50,57.50
February 2019,Tripura,24,120,12.00,60.00
March 2019,Tripura,25,125,12.50,62.50
April 2019,Tripura,26,130,13.00,65.00
May 2019,Tripura,28,140,14.00,70.00
June 2019,Tripura,30,150,15.00,75.00
July 2019,Tripura,32,160,16.00,80.00
August 2019,Tripura,34,170,17.00,85.00
September 2019,Tripura,36,180,18.00,90.00
October 2019,Tripura,38,190,19.00,95.00
November 2019,Tripura,40,200,20.00,100.00
December 2019,Tripura,42,210,21.00,105.00
January 2020,Tripura,44,220,22.00,110.00
February 2020,Tripura,46,230,23.00,115.00
March 2020,Tripura,48,240,24.00,120.00
April 2020,Tripura,49,245,24.50,122.50
May 2020,Tripura,50,250,25.00,125.00
June 2020,Tripura,56,280,28.00,140.00
July 2020,Tripura,64,320,32.00,160.00
August 2020,Tripura,72,360,36.00,180.00
September 2020,Tripura,80,400,40.00,200.00
October 2020,Tripura,88,440,44.00,220.00
November 2020,Tripura,96,480,48.00,240.00
December 2020,Tripura,104,520,52.00,260.00
January 2021,Tripura,112,560,56.00,280.00
February 2021,Tripura,120,600,60.00,300.00
March 2021,Tripura,128,640,64.00,320.00
April 2021,Tripura,134,672,67.00,336.00
May 2021,Tripura,144,720,72.00,360.00
June 2021,Tripura,154,768,77.00,384.00
July 2021,Tripura,164,816,82.00,408.00
August 2021,Tripura,174,864,86.00,432.00
September 2021,Tripura,184,912,91.00,456.00
October 2021,Tripura,192,960,96.00,480.00
November 2021,Tripura,202,1008,101.00,504.00
December 2021,Tripura,212,1056,106.00,528.00
January 2022,Tripura,228,1128,113.00,564.00
February 2022,Tripura,240,1200,120.00,600.00
March 2022,Tripura,252,1272,127.00,636.00
April 2022,Tripura,264,1344,134.00,672.00
May 2022,Tripura,280,1416,142.00,712.00
June 2022,Tripura,304,1520,160.00,800.00
July 2022,Tripura,336,1672,167.00,840.00
August 2022,Tripura,368,1824,191.00,960.00
September 2022,Tripura,400,1976,198.00,992.00
October 2022,Tripura,448,2240,224.00,"1,120.00"
November 2022,Tripura,478,2390,239.00,"1,195.00"
December 2022,Tripura,510,2550,255.00,"1,275.00"
January 2023,Tripura,542,2710,271.00,"1,355.00"
February 2023,Tripura,568,2832,283.00,"1,416.00"
March 2023,Tripura,594,2954,295.00,"1,477.00"
April 2023,Tripura,620,3076,308.00,"1,538.00"
May 2023,Tripura,656,3280,328.00,"1,640.00"
June 2023,Tripura,728,3640,364.00,"1,820.00"
July 2023,Tripura,800,4000,400.00,"2,000.00"
August 2023,Tripura,872,4360,436.00,"2,180.00"
September 2023,Tripura,944,4720,472.00,"2,360.00"
October 2023,Tripura,1016,5080,508.00,"2,540.00"
April 2016,Uttar Pradesh,300,1500,150.00,750.00
May 2016,Uttar Pradesh,330,1650,165.00,825.00
June 2016,Uttar Pradesh,360,1800,180.00,900.00
July 2016,Uttar Pradesh,390,1950,195.00,975.00
August 2016,Uttar Pradesh,420,2100,210.00,"1,050.00"
September 2016,Uttar Pradesh,450,2250,225.00,"1,125.00"
October 2016,Uttar Pradesh,480,2400,240.00,"1,200.00"
November 2016,Uttar Pradesh,510,2550,255.00,"1,275.00"
December 2016,Uttar Pradesh,540,2700,270.00,"1,350.00"
January 2017,Uttar Pradesh,570,2850,285.00,"1,425.00"
February 2017,Uttar Pradesh,600,3000,300.00,"1,500.00"
March 2017,Uttar Pradesh,630,3150,315.00,"1,575.00"
April 2017,Uttar Pradesh,660,3300,330.00,"1,650.00"
May 2017,Uttar Pradesh,690,3450,345.00,"1,725.00"
June 2017,Uttar Pradesh,720,3600,360.00,"1,800.00"
July 2017,Uttar Pradesh,750,3750,375.00,"1,875.00"
August 2017,Uttar Pradesh,780,3900,390.00,"1,950.00"
September 2017,Uttar Pradesh,810,4050,405.00,"2,025.00"
October 2017,Uttar Pradesh,840,4200,420.00,"2,100.00"
November 2017,Uttar Pradesh,870,4350,435.00,"2,175.00"
December 2017,Uttar Pradesh,900,4500,450.00,"2,250.00"
January 2018,Uttar Pradesh,930,4650,465.00,"2,325.00"
February 2018,Uttar Pradesh,960,4800,480.00,"2,400.00"
March 2018,Uttar Pradesh,990,4950,495.00,"2,475.00"
April 2018,Uttar Pradesh,1020,5100,510.00,"2,550.00"
May 2018,Uttar Pradesh,1050,5250,525.00,"2,625.00"
June 2018,Uttar Pradesh,1080,5400,540.00,"2,700.00"
July 2018,Uttar Pradesh,1110,5550,555.00,"2,775.00"
August 2018,Uttar Pradesh,1140,5700,570.00,"2,850.00"
September 2018,Uttar Pradesh,1170,5850,585.00,"2,925.00"
October 2018,Uttar Pradesh,1200,6000,600.00,"3,000.00"
November 2018,Uttar Pradesh,1260,6300,630.00,"3,150.00"
December 2018,Uttar Pradesh,1320,6600,660.00,"3,300.00"
January 2019,Uttar Pradesh,1380,6900,690.00,"3,450.00"
February 2019,Uttar Pradesh,1440,7200,720.00,"3,600.00"
March 2019,Uttar Pradesh,1500,7500,750.00,"3,750.00"
April 2019,Uttar Pradesh,1560,7800,780.00,"3,900.00"
May 2019,Uttar Pradesh,1680,8400,840.00,"4,200.00"
June 2019,Uttar Pradesh,1800,9000,900.00,"4,500.00"
July 2019,Uttar Pradesh,1920,9600,960.00,"4,800.00"
August 2019,Uttar Pradesh,2040,10200,"1,020.00","5,100.00"
September 2019,Uttar Pradesh,2160,10800,"1,080.00","5,400.00"
October 2019,Uttar Pradesh,2280,11400,"1,140.00","5,700.00"
November 2019,Uttar Pradesh,2400,12000,"1,200.00","6,000.00"
December 2019,Uttar Pradesh,2520,12600,"1,260.00","6,300.00"
January 2020,Uttar Pradesh,2640,13200,"1,320.00","6,600.00"
February 2020,Uttar Pradesh,2760,13800,"1,380.00","6,900.00"
March 2020,Uttar Pradesh,2880,14400,"1,440.00","7,200.00"
April 2020,Uttar Pradesh,2940,14700,"1,470.00","7,350.00"
May 2020,Uttar Pradesh,3000,15000,"1,500.00","7,500.00"
June 2020,Uttar Pradesh,3360,16800,"1,680.00","8,400.00"
July 2020,Uttar Pradesh,3840,19200,"1,920.00","9,600.00"
August 2020,Uttar Pradesh,4320,21600,"2,160.00","10,800.00"
September 2020,Uttar Pradesh,4800,24000,"2,400.00","12,000.00"
October 2020,Uttar Pradesh,5280,26400,"2,640.00","13,200.00"
November 2020,Uttar Pradesh,5760,28800,"2,880.00","14,400.00"
December 2020,Uttar Pradesh,6240,31200,"3,120.00","15,600.00"
January 2021,Uttar Pradesh,6720,33600,"3,360.00","16,800.00"
February 2021,Uttar Pradesh,7200,36000,"3,600.00","18,000.00"
March 2021,Uttar Pradesh,7680,38400,"3,840.00","19,200.00"
April 2021,Uttar Pradesh,8100,40320,"4,032.00","20,160.00"
May 2021,Uttar Pradesh,8640,43200,"4,320.00","21,600.00"
June 2021,Uttar Pradesh,9216,46080,"4,656.00","23,040.00"
July 2021,Uttar Pradesh,9792,50016,"4,992.00","24,480.00"
August 2021,Uttar Pradesh,10368,53424,"5,328.00","25,920.00"
September 2021,Uttar Pradesh,10944,56832,"5,664.00","27,360.00"
October 2021,Uttar Pradesh,11520,60240,"6,000.00","28,800.00"
November 2021,Uttar Pradesh,12288,64512,"6,360.00","30,240.00"
December 2021,Uttar Pradesh,13056,68832,"6,720.00","31,680.00"
January 2022,Uttar Pradesh,13992,73152,"7,128.00","33,264.00"
February 2022,Uttar Pradesh,14928,77472,"7,536.00","34,848.00"
March 2022,Uttar Pradesh,15864,81792,"7,944.00","36,432.00"
April 2022,Uttar Pradesh,16800,86112,"8,352.00","38,016.00"
May 2022,Uttar Pradesh,17832,90816,"8,832.00","39,840.00"
June 2022,Uttar Pradesh,19616,100608,"9,792.00","44,160.00"
July 2022,Uttar Pradesh,21400,110400,"10,752.00","48,480.00"
August 2022,Uttar Pradesh,23184,120320,"11,712.00","52,800.00"
September 2022,Uttar Pradesh,24968,130240,"12,672.00","57,120.00"
October 2022,Uttar Pradesh,28224,148800,"14,336.00","64,896.00"
November 2022,Uttar Pradesh,30408,159360,"15,342.00","69,312.00"
December 2022,Uttar Pradesh,32640,170400,"16,380.00","73,968.00"
January 2023,Uttar Pradesh,34800,181600,"17,448.00","78,624.00"
February 2023,Uttar Pradesh,36360,190400,"18,204.00","82,080.00"
March 2023,Uttar Pradesh,37920,199200,"18,960.00","85,536.00"
April 2023,Uttar Pradesh,39480,208000,"19,716.00","88,992.00"
May 2023,Uttar Pradesh,41760,220800,"20,808.00","93,696.00"
June 2023,Uttar Pradesh,46128,244800,"23,040.00","103,680.00"
July 2023,Uttar Pradesh,50496,266800,"25,272.00","113,664.00"
August 2023,Uttar Pradesh,54864,290400,"27,504.00","123,648.00"
September 2023,Uttar Pradesh,59232,314000,"29,736.00","133,632.00"
October 2023,Uttar Pradesh,63600,338000,"31,968.00","143,616.00"
April 2016,Uttarakhand,20,100,10.00,50.00
May 2016,Uttarakhand,22,110,11.00,55.00
June 2016,Uttarakhand,24,120,12.00,60.00
July 2016,Uttarakhand,26,130,13.00,65.00
August 2016,Uttarakhand,28,140,14.00,70.00
September 2016,Uttarakhand,30,150,15.00,75.00
October 2016,Uttarakhand,32,160,16.00,80.00
November 2016,Uttarakhand,34,170,17.00,85.00
December 2016,Uttarakhand,36,180,18.00,90.00
January 2017,Uttarakhand,38,190,19.00,95.00
February 2017,Uttarakhand,40,200,20.00,100.00
March 2017,Uttarakhand,42,210,21.00,105.00
April 2017,Uttarakhand,44,220,22.00,110.00
May 2017,Uttarakhand,46,230,23.00,115.00
June 2017,Uttarakhand,48,240,24.00,120.00
July 2017,Uttarakhand,50,250,25.00,125.00
August 2017,Uttarakhand,52,260,26.00,130.00
September 2017,Uttarakhand,54,270,27.00,135.00
October 2017,Uttarakhand,56,280,28.00,140.00
November 2017,Uttarakhand,58,290,29.00,145.00
December 2017,Uttarakhand,60,300,30.00,150.00
January 2018,Uttarakhand,62,310,31.00,155.00
February 2018,Uttarakhand,64,320,32.00,160.00
March 2018,Uttarakhand,66,330,33.00,165.00
April 2018,Uttarakhand,68,340,34.00,170.00
May 2018,Uttarakhand,70,350,35.00,175.00
June 2018,Uttarakhand,72,360,36.00,180.00
July 2018,Uttarakhand,74,370,37.00,185.00
August 2018,Uttarakhand,76,380,38.00,190.00
September 2018,Uttarakhand,78,390,39.00,195.00
October 2018,Uttarakhand,80,400,40.00,200.00
November 2018,Uttarakhand,84,420,42.00,210.00
December 2018,Uttarakhand,88,440,44.00,220.00
January 2019,Uttarakhand,92,460,46.00,230.00
February 2019,Uttarakhand,96,480,48.00,240.00
March 2019,Uttarakhand,100,500,50.00,250.00
